month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,,
June,22,camp 1,Medium,468 x 60,mno,336,0.0364,0,0,0,0,,
June,22,camp 1,High,580 x 400,mno,28208,48.0762,287,31,283,13825.1068,,
June,22,camp 1,Low,580 x 400,mno,203,0.0914,2,0.2198,1,84.1077,,
June,22,camp 1,Medium,580 x 400,mno,2028,1.9546,38,4.1786,7,166.3078,,
June,22,camp 1,High,670 x 90,def,2989,3.2031,12,1,6,415.8248,,
June,22,camp 1,High,670 x 90,ghi,5635,8.5988,38,4,15,376.7257,,
June,22,camp 1,High,670 x 90,jkl,279,0.1882,3,0,0,0,,
June,22,camp 1,High,670 x 90,mno,11506,10.381,53,5,32,1519.3613,,
June,22,camp 1,Low,670 x 90,def,40,0.0096,0,0,0,0,,
June,22,camp 1,Low,670 x 90,ghi,17,0.0199,0,0,0,0,,
June,22,camp 1,Low,670 x 90,mno,86,0.0199,1,0.1099,0,0,,
June,22,camp 1,Medium,670 x 90,def,254,0.1105,2,0.2198,0,0,,
June,22,camp 1,Medium,670 x 90,ghi,219,0.3164,1,0.1099,0,0,,
June,22,camp 1,Medium,670 x 90,jkl,8,0.0057,0,0,0,0,,
June,22,camp 1,Medium,670 x 90,mno,729,0.4182,2,0.2198,0,0,,
June,22,camp 1,High,728 x 90,abc,6994,3.8773,71,7,43,1602.88,,
June,22,camp 1,High,728 x 90,def,40440,22.7877,90,9,90,3975.5274,,
June,22,camp 1,High,728 x 90,ghi,103096,181.1511,1046,115,707,30549.6659,,
June,22,camp 1,High,728 x 90,jkl,18199,8.0352,101,11,64,2770.0306,,
June,22,camp 1,High,728 x 90,mno,209924,130.1548,675,74,503,25036.7874,,
June,22,camp 1,High,728 x 90,#N/A,10,0.008,0,0,0,0,,
June,22,camp 1,Low,728 x 90,abc,50,0.0274,0,0,0,0,,
June,22,camp 1,Low,728 x 90,def,454,0.0941,0,0,0,0,,
June,22,camp 1,Low,728 x 90,ghi,148,0.2397,3,0.3298,0,0,,
June,22,camp 1,Low,728 x 90,jkl,75,0.0336,0,0,0,0,,
June,22,camp 1,Low,728 x 90,mno,1571,0.2998,7,0.7703,2,215.2498,,
June,22,camp 1,Low,728 x 90,#N/A,1,0.0008,0,0,0,0,,
June,22,camp 1,Medium,728 x 90,abc,628,0.3452,12,1.3193,2,533.2184,,
June,22,camp 1,Medium,728 x 90,def,3537,1.1892,30,3.2983,10,447.4477,,
June,22,camp 1,Medium,728 x 90,ghi,4802,8.2485,120,13.1941,20,346.3046,,
June,22,camp 1,Medium,728 x 90,jkl,1412,0.5984,14,1.5422,0,0,,
June,22,camp 1,Medium,728 x 90,mno,15689,6.0709,96,10.5554,12,331.3973,,
June,22,camp 1,Medium,728 x 90,#N/A,5,0.004,0,0,0,0,,
June,22,camp 3,High,240 x 400,def,1853,0.4508,5,0.2748,0,0,,
June,22,camp 3,High,240 x 400,ghi,8167,9.0111,113,6.2122,16,1868.9689,,
June,22,camp 3,High,240 x 400,jkl,2818,1.4433,14,0.7699,0,0,,
June,22,camp 3,High,240 x 400,mno,19768,5.3553,34,1.869,1,456.7105,,
June,22,camp 3,Low,240 x 400,def,1750,0.2626,6,0.3302,0,0,,
June,22,camp 3,Low,240 x 400,ghi,1667,1.6779,20,1.0998,1,103.4936,,
June,22,camp 3,Low,240 x 400,jkl,97,0.0542,2,0.1099,0,0,,
June,22,camp 3,Low,240 x 400,mno,11806,0.6901,20,1.0998,0,0,,
June,22,camp 3,Medium,240 x 400,def,4339,0.7158,24,1.3193,0,0,,
June,22,camp 3,Medium,240 x 400,ghi,8019,8.1253,187,10.2798,0,0,,
June,22,camp 3,Medium,240 x 400,jkl,1025,0.548,21,1.1547,0,0,,
June,22,camp 3,Medium,240 x 400,mno,32416,3.429,149,8.1908,2,121.6264,,
June,22,camp 3,High,300 x 250,abc,105,0.0297,0,0,0,0,,
June,22,camp 3,High,300 x 250,def,2347,0.7101,9,0.4947,2,86.9938,,
June,22,camp 3,High,300 x 250,ghi,1138,1.1129,18,0.9895,1,225.6616,,
June,22,camp 3,High,300 x 250,jkl,271,0.1779,1,0.0549,0,0,,
June,22,camp 3,High,300 x 250,mno,33575,11.1429,100,5.4987,8,214.9325,,
June,22,camp 3,Low,300 x 250,abc,116,0.0368,0,0,0,0,,
June,22,camp 3,Low,300 x 250,def,2677,0.2521,9,0.4947,0,0,,
June,22,camp 3,Low,300 x 250,ghi,296,0.2588,3,0.1649,0,0,,
June,22,camp 3,Low,300 x 250,jkl,5,0.0026,0,0,0,0,,
June,22,camp 3,Low,300 x 250,mno,30573,1.7439,74,4.0687,0,0,,
June,22,camp 3,Medium,300 x 250,abc,280,0.0788,0,0,0,0,,
June,22,camp 3,Medium,300 x 250,def,4988,0.7477,40,2.1988,1,161.3577,,
June,22,camp 3,Medium,300 x 250,ghi,1110,0.9959,39,2.1439,0,0,,
June,22,camp 3,Medium,300 x 250,jkl,30,0.0168,0,0,0,0,,
June,22,camp 3,Medium,300 x 250,mno,66798,6.8379,277,15.2294,4,310.2651,,
June,22,camp 3,High,468 x 60,def,112,0.0181,0,0,0,0,,
June,22,camp 3,High,468 x 60,ghi,3,0.0017,0,0,0,0,,
June,22,camp 3,High,468 x 60,jkl,1,0.0006,0,0,0,0,,
June,22,camp 3,High,468 x 60,mno,343,0.0238,0,0,0,0,,
June,22,camp 3,Low,468 x 60,def,35,0.003,0,0,0,0,,
June,22,camp 3,Low,468 x 60,ghi,36,0.0204,0,0,0,0,,
June,22,camp 3,Low,468 x 60,mno,328,0.0057,2,0.1099,0,0,,
June,22,camp 3,Medium,468 x 60,def,79,0.0167,0,0,0,0,,
June,22,camp 3,Medium,468 x 60,ghi,60,0.0341,0,0,0,0,,
June,22,camp 3,Medium,468 x 60,mno,1070,0.0197,1,0.0549,0,0,,
June,22,camp 3,High,580 x 400,mno,5983,3.652,47,2.584,1,67.3098,,
June,22,camp 3,Low,580 x 400,mno,5111,0.6318,24,1.3193,0,0,,
June,22,camp 3,Medium,580 x 400,mno,11594,2.4227,148,8.1359,1,48.3894,,
June,22,camp 3,High,670 x 90,def,407,0.1112,2,0.1099,0,0,,
June,22,camp 3,High,670 x 90,ghi,51,0.063,1,0.0549,0,0,,
June,22,camp 3,High,670 x 90,jkl,40,0.0285,0,0,0,0,,
June,22,camp 3,High,670 x 90,mno,1901,0.5207,1,0.0549,0,0,,
June,22,camp 3,Low,670 x 90,def,1285,0.0576,3,0.1649,0,0,,
June,22,camp 3,Low,670 x 90,ghi,43,0.0331,0,0,0,0,,
June,22,camp 3,Low,670 x 90,mno,1936,0.0707,4,0.2198,0,0,,
June,22,camp 3,Medium,670 x 90,def,1602,0.1297,12,0.6596,0,0,,
June,22,camp 3,Medium,670 x 90,ghi,35,0.0424,1,0.0549,0,0,,
June,22,camp 3,Medium,670 x 90,jkl,22,0.0159,0,0,0,0,,
June,22,camp 3,Medium,670 x 90,mno,4001,0.2843,15,0.8245,0,0,,
June,22,camp 3,High,728 x 90,abc,446,0.2451,1,0.0549,0,0,,
June,22,camp 3,High,728 x 90,def,4546,0.9278,6,0.3298,3,53.6393,,
June,22,camp 3,High,728 x 90,ghi,1221,1.822,11,0.6046,0,0,,
June,22,camp 3,High,728 x 90,jkl,1821,0.7393,12,0.6596,0,0,,
June,22,camp 3,High,728 x 90,mno,33379,7.8348,62,3.4082,6,233.7288,,
June,22,camp 3,High,728 x 90,#N/A,6,0.0048,0,0,0,0,,
June,22,camp 3,Low,728 x 90,abc,562,0.3108,4,0.2198,0,0,,
June,22,camp 3,Low,728 x 90,def,4892,0.3681,14,0.7696,0,0,,
June,22,camp 3,Low,728 x 90,ghi,236,0.2778,1,0.0549,0,0,,
June,22,camp 3,Low,728 x 90,jkl,129,0.0469,0,0,0,0,,
June,22,camp 3,Low,728 x 90,mno,36238,1.5337,75,4.1229,0,0,,
June,22,camp 3,Medium,728 x 90,abc,1645,0.9043,3,0.1649,0,0,,
June,22,camp 3,Medium,728 x 90,def,10466,1.1055,34,1.869,0,0,,
June,22,camp 3,Medium,728 x 90,ghi,793,1.0135,8,0.4397,1,120.6918,,
June,22,camp 3,Medium,728 x 90,jkl,1042,0.4022,20,1.0994,0,0,,
June,22,camp 3,Medium,728 x 90,mno,67883,4.8157,255,14.0179,4,241.3562,,
June,22,camp 3,Medium,728 x 90,#N/A,2,0.0016,0,0,0,0,,
June,22,camp 3,High,800 x 250,mno,2,0.0007,0,0,0,0,,
June,22,camp 3,Medium,800 x 250,mno,11,0.0041,0,0,0,0,,
June,23,camp 1,High,240 x 400,def,10253,7.3928,51,5,30,2036.2959,,
June,23,camp 1,High,240 x 400,ghi,182326,223.2821,3224,356,1575,81569.1548,,
June,23,camp 1,High,240 x 400,jkl,19877,10.7194,148,16,64,2603.0341,,
June,23,camp 1,High,240 x 400,mno,87712,74.7037,308,34,248,13233.8958,,
June,23,camp 1,Low,240 x 400,def,105,0.019,0,0,0,0,,
June,23,camp 1,Low,240 x 400,ghi,511,0.5586,19,2.1033,1,36.2134,,
June,23,camp 1,Low,240 x 400,jkl,82,0.0435,5,0.5535,1,8.5932,,
June,23,camp 1,Low,240 x 400,mno,444,0.0929,1,0.1107,0,0,,
June,23,camp 1,Medium,240 x 400,def,722,0.2982,4,0.4428,0,0,,
June,23,camp 1,Medium,240 x 400,ghi,9750,11.5454,358,39.6292,22,2192.7689,,
June,23,camp 1,Medium,240 x 400,jkl,1367,0.7371,26,2.8782,5,538.2475,,
June,23,camp 1,Medium,240 x 400,mno,6489,3.3434,53,5.8661,6,741.2262,,
June,23,camp 1,High,300 x 250,abc,996,0.2826,4,0,0,0,,
June,23,camp 1,High,300 x 250,def,20607,14.4551,68,7,48,1696.7369,,
June,23,camp 1,High,300 x 250,ghi,35996,36.5408,332,36,290,9916.6833,,
June,23,camp 1,High,300 x 250,jkl,3279,1.9929,14,1,7,346.0133,,
June,23,camp 1,High,300 x 250,mno,195393,180.8375,893,98,1121,53300.475,,
June,23,camp 1,Low,300 x 250,abc,5,0.0013,0,0,0,0,,
June,23,camp 1,Low,300 x 250,def,156,0.0641,0,0,0,0,,
June,23,camp 1,Low,300 x 250,ghi,61,0.0602,2,0.2214,0,0,,
June,23,camp 1,Low,300 x 250,jkl,4,0.002,0,0,0,0,,
June,23,camp 1,Low,300 x 250,mno,1497,0.4249,11,1.2145,0,0,,
June,23,camp 1,Medium,300 x 250,abc,99,0.0286,1,0.1107,0,0,,
June,23,camp 1,Medium,300 x 250,def,1809,0.8618,16,1.7712,0,0,,
June,23,camp 1,Medium,300 x 250,ghi,1428,1.3846,35,3.8745,2,191.9298,,
June,23,camp 1,Medium,300 x 250,jkl,170,0.106,2,0.2214,4,211.9807,,
June,23,camp 1,Medium,300 x 250,mno,15710,9.4711,135,14.9416,11,1111.728,,
June,23,camp 1,High,468 x 60,def,742,0.2899,1,0,0,0,,
June,23,camp 1,High,468 x 60,ghi,1106,0.6413,1,0,3,42.4819,,
June,23,camp 1,High,468 x 60,jkl,10,0.0068,0,0,0,0,,
June,23,camp 1,High,468 x 60,mno,2885,0.7681,3,0,4,115.6854,,
June,23,camp 1,Low,468 x 60,def,1,0.0001,0,0,0,0,,
June,23,camp 1,Low,468 x 60,ghi,3,0.0017,0,0,0,0,,
June,23,camp 1,Low,468 x 60,mno,70,0.0017,0,0,0,0,,
June,23,camp 1,Medium,468 x 60,def,77,0.0234,0,0,0,0,,
June,23,camp 1,Medium,468 x 60,ghi,28,0.0162,0,0,0,0,,
June,23,camp 1,Medium,468 x 60,jkl,1,0.0006,0,0,0,0,,
June,23,camp 1,Medium,468 x 60,mno,224,0.0183,0,0,0,0,,
June,23,camp 1,High,580 x 400,mno,27175,48.1883,284,31,288,13617.2385,,
June,23,camp 1,Low,580 x 400,mno,187,0.1071,3,0.3321,0,0,,
June,23,camp 1,Medium,580 x 400,mno,2219,2.4181,44,4.8698,18,706.7229,,
June,23,camp 1,High,670 x 90,def,2984,3.5066,22,2,16,703.5396,,
June,23,camp 1,High,670 x 90,ghi,3817,7.255,30,3,10,265.0762,,
June,23,camp 1,High,670 x 90,jkl,241,0.181,1,0,1,46.9515,,
June,23,camp 1,High,670 x 90,mno,10786,10.2345,49,5,66,3591.2877,,
June,23,camp 1,Low,670 x 90,def,39,0.0094,0,0,0,0,,
June,23,camp 1,Low,670 x 90,ghi,3,0.0068,0,0,0,0,,
June,23,camp 1,Low,670 x 90,jkl,1,0.0008,0,0,0,0,,
June,23,camp 1,Low,670 x 90,mno,65,0.0263,0,0,0,0,,
June,23,camp 1,Medium,670 x 90,def,237,0.1398,5,0.5535,0,0,,
June,23,camp 1,Medium,670 x 90,ghi,147,0.2423,2,0.2214,0,0,,
June,23,camp 1,Medium,670 x 90,jkl,26,0.018,0,0,0,0,,
June,23,camp 1,Medium,670 x 90,mno,881,0.4328,1,0.1107,0,0,,
June,23,camp 1,High,728 x 90,abc,4539,2.5251,41,4,27,1460.7145,,
June,23,camp 1,High,728 x 90,def,40074,23.7736,123,13,73,2803.8858,,
June,23,camp 1,High,728 x 90,ghi,100552,179.2686,1080,119,1331,42628.8078,,
June,23,camp 1,High,728 x 90,jkl,18581,8.4842,133,14,76,3208.9667,,
June,23,camp 1,High,728 x 90,mno,210305,136.6289,725,80,479,22409.1121,,
June,23,camp 1,High,728 x 90,#N/A,4,0.0032,0,0,0,0,,
June,23,camp 1,Low,728 x 90,abc,27,0.0149,0,0,0,0,,
June,23,camp 1,Low,728 x 90,def,394,0.0583,1,0.1107,0,0,,
June,23,camp 1,Low,728 x 90,ghi,146,0.2515,1,0.1107,0,0,,
June,23,camp 1,Low,728 x 90,jkl,81,0.0358,1,0.1107,0,0,,
June,23,camp 1,Low,728 x 90,mno,1643,0.3288,11,1.2177,0,0,,
June,23,camp 1,Low,728 x 90,#N/A,6,0.0048,0,0,0,0,,
June,23,camp 1,Medium,728 x 90,abc,443,0.2461,10,1.107,0,0,,
June,23,camp 1,Medium,728 x 90,def,3834,1.2971,26,2.8782,1,58.7689,,
June,23,camp 1,Medium,728 x 90,ghi,4577,8.097,117,12.9511,9,218.1762,,
June,23,camp 1,Medium,728 x 90,jkl,1682,0.7721,34,3.7638,2,130.0058,,
June,23,camp 1,Medium,728 x 90,mno,17131,6.7589,121,13.3928,9,438.9899,,
June,23,camp 1,Medium,728 x 90,#N/A,1,0.0008,0,0,0,0,,
June,23,camp 1,High,800 x 250,mno,2,0.0133,0,0,0,0,,
June,23,camp 3,High,240 x 400,def,1493,0.394,4,0.2214,0,0,,
June,23,camp 3,High,240 x 400,ghi,5311,5.9342,31,1.7158,2,46.8961,,
June,23,camp 3,High,240 x 400,jkl,1922,1.006,11,0.6088,3,106.1356,,
June,23,camp 3,High,240 x 400,mno,13200,3.4261,30,1.6605,7,319.3341,,
June,23,camp 3,Low,240 x 400,def,964,0.1316,3,0.166,0,0,,
June,23,camp 3,Low,240 x 400,ghi,1024,1.0136,5,0.2767,0,0,,
June,23,camp 3,Low,240 x 400,jkl,42,0.02,0,0,0,0,,
June,23,camp 3,Low,240 x 400,mno,6550,0.3655,7,0.3874,0,0,,
June,23,camp 3,Medium,240 x 400,def,2613,0.4161,19,1.0516,0,0,,
June,23,camp 3,Medium,240 x 400,ghi,4349,4.4553,113,6.2541,3,853.2068,,
June,23,camp 3,Medium,240 x 400,jkl,646,0.339,12,0.6642,0,0,,
June,23,camp 3,Medium,240 x 400,mno,17277,1.6883,69,3.8181,1,177.1302,,
June,23,camp 3,High,300 x 250,abc,31,0.0085,0,0,0,0,,
June,23,camp 3,High,300 x 250,def,1702,0.4932,4,0.2214,1,149.1157,,
June,23,camp 3,High,300 x 250,ghi,911,0.9158,9,0.4976,5,157.1841,,
June,23,camp 3,High,300 x 250,jkl,172,0.1133,1,0.0553,1,216.9484,,
June,23,camp 3,High,300 x 250,mno,23912,7.7657,77,4.2587,10,475.2365,,
June,23,camp 3,Low,300 x 250,abc,37,0.0102,0,0,0,0,,
June,23,camp 3,Low,300 x 250,def,2061,0.1871,14,0.7749,0,0,,
June,23,camp 3,Low,300 x 250,ghi,168,0.1444,4,0.2214,0,0,,
June,23,camp 3,Low,300 x 250,mno,16873,0.9059,29,1.6051,0,0,,
June,23,camp 3,Medium,300 x 250,abc,120,0.0349,1,0.0553,0,0,,
June,23,camp 3,Medium,300 x 250,def,3358,0.4695,27,1.4944,3,171.3668,,
June,23,camp 3,Medium,300 x 250,ghi,742,0.6931,46,2.5456,6,289.8831,,
June,23,camp 3,Medium,300 x 250,jkl,27,0.0167,0,0,0,0,,
June,23,camp 3,Medium,300 x 250,mno,36962,3.7748,176,9.7417,1,72.2469,,
June,23,camp 3,High,468 x 60,def,76,0.012,0,0,0,0,,
June,23,camp 3,High,468 x 60,ghi,11,0.0063,0,0,0,0,,
June,23,camp 3,High,468 x 60,mno,280,0.0213,0,0,0,0,,
June,23,camp 3,Low,468 x 60,def,25,0.0024,0,0,0,0,,
June,23,camp 3,Low,468 x 60,ghi,26,0.015,0,0,0,0,,
June,23,camp 3,Low,468 x 60,mno,193,0.0028,0,0,0,0,,
June,23,camp 3,Medium,468 x 60,def,74,0.0079,0,0,0,0,,
June,23,camp 3,Medium,468 x 60,ghi,56,0.0324,0,0,0,0,,
June,23,camp 3,Medium,468 x 60,mno,568,0.0099,2,0.1107,0,0,,
June,23,camp 3,High,580 x 400,mno,4370,2.4423,18,0.9957,2,51.0207,,
June,23,camp 3,Low,580 x 400,mno,2997,0.2992,22,1.2177,0,0,,
June,23,camp 3,Medium,580 x 400,mno,6655,1.2571,92,5.0922,1,66.0338,,
June,23,camp 3,High,670 x 90,def,414,0.067,0,0,0,0,,
June,23,camp 3,High,670 x 90,ghi,28,0.0501,0,0,0,0,,
June,23,camp 3,High,670 x 90,jkl,34,0.026,0,0,0,0,,
June,23,camp 3,High,670 x 90,mno,1290,0.3482,7,0.3874,0,0,,
June,23,camp 3,Low,670 x 90,def,1058,0.0443,5,0.2767,0,0,,
June,23,camp 3,Low,670 x 90,ghi,7,0.0181,0,0,0,0,,
June,23,camp 3,Low,670 x 90,mno,1109,0.036,1,0.0553,0,0,,
June,23,camp 3,Medium,670 x 90,def,1473,0.108,3,0.166,0,0,,
June,23,camp 3,Medium,670 x 90,ghi,19,0.045,0,0,0,0,,
June,23,camp 3,Medium,670 x 90,jkl,5,0.0023,3,0.166,0,0,,
June,23,camp 3,Medium,670 x 90,mno,2510,0.1562,13,0.7195,0,0,,
June,23,camp 3,High,728 x 90,abc,311,0.174,1,0.0553,0,0,,
June,23,camp 3,High,728 x 90,def,3688,0.7443,19,1.0516,1,1.0931,,
June,23,camp 3,High,728 x 90,ghi,787,1.19,8,0.4428,1,65.9231,,
June,23,camp 3,High,728 x 90,jkl,1449,0.6189,9,0.4981,4,753.7707,,
June,23,camp 3,High,728 x 90,mno,23861,5.5045,51,2.8229,13,326.6127,,
June,23,camp 3,High,728 x 90,#N/A,3,0.0024,0,0,0,0,,
June,23,camp 3,Low,728 x 90,abc,221,0.1223,0,0,0,0,,
June,23,camp 3,Low,728 x 90,def,3208,0.2283,6,0.3321,0,0,,
June,23,camp 3,Low,728 x 90,ghi,194,0.2468,0,0,0,0,,
June,23,camp 3,Low,728 x 90,jkl,97,0.0387,0,0,0,0,,
June,23,camp 3,Low,728 x 90,mno,21620,0.9393,53,2.933,0,0,,
June,23,camp 3,Medium,728 x 90,abc,823,0.4555,9,0.4981,0,0,,
June,23,camp 3,Medium,728 x 90,def,6719,0.6781,38,2.1033,0,0,,
June,23,camp 3,Medium,728 x 90,ghi,502,0.6889,14,0.7749,0,0,,
June,23,camp 3,Medium,728 x 90,jkl,699,0.2725,15,0.8302,0,0,,
June,23,camp 3,Medium,728 x 90,mno,41312,2.9927,201,11.1255,1,34.6082,,
June,23,camp 3,Medium,728 x 90,#N/A,2,0.0016,0,0,0,0,,
June,23,camp 3,High,800 x 250,mno,1,0,0,0,0,0,,
June,23,camp 3,Low,800 x 250,mno,1,0,0,0,0,0,,
June,23,camp 3,Medium,800 x 250,mno,4,0.0003,0,0,0,0,,
June,24,camp 1,High,240 x 400,def,8992,7.2232,41,4,29,1559.3352,,
June,24,camp 1,High,240 x 400,ghi,175610,199.3914,2936,322,2025,87744.5544,,
June,24,camp 1,High,240 x 400,jkl,19749,10.7009,124,13,98,4382.8774,,
June,24,camp 1,High,240 x 400,mno,94298,149.445,519,57,537,27876.0372,,
June,24,camp 1,Low,240 x 400,def,78,0.0161,0,0,0,0,,
June,24,camp 1,Low,240 x 400,ghi,433,0.4283,7,0.7675,0,0,,
June,24,camp 1,Low,240 x 400,jkl,73,0.0405,0,0,0,0,,
June,24,camp 1,Low,240 x 400,mno,622,0.1979,1,0.1096,0,0,,
June,24,camp 1,Medium,240 x 400,def,766,0.3349,3,0.3289,0,0,,
June,24,camp 1,Medium,240 x 400,ghi,9963,10.7487,413,45.2927,53,3208.5746,,
June,24,camp 1,Medium,240 x 400,jkl,1293,0.6869,13,1.4255,1,4.3725,,
June,24,camp 1,Medium,240 x 400,mno,6598,6.2992,65,7.1277,8,977.6326,,
June,24,camp 1,High,300 x 250,abc,926,0.2801,2,0,1,82.8105,,
June,24,camp 1,High,300 x 250,def,19990,14.01,58,6,45,2441.8405,,
June,24,camp 1,High,300 x 250,ghi,33797,32.2211,295,32,313,22575.1808,,
June,24,camp 1,High,300 x 250,jkl,2727,1.6524,11,1,8,434.2551,,
June,24,camp 1,High,300 x 250,mno,191674,170.1693,812,89,773,40766.4828,,
June,24,camp 1,High,300 x 250,#N/A,1,0.0008,0,0,0,0,,
June,24,camp 1,Low,300 x 250,abc,11,0.003,0,0,0,0,,
June,24,camp 1,Low,300 x 250,def,131,0.0378,0,0,0,0,,
June,24,camp 1,Low,300 x 250,ghi,91,0.0877,1,0.1096,0,0,,
June,24,camp 1,Low,300 x 250,jkl,3,0.0017,0,0,0,0,,
June,24,camp 1,Low,300 x 250,mno,1618,0.5081,14,1.5369,1,32.7292,,
June,24,camp 1,Medium,300 x 250,abc,59,0.0179,0,0,0,0,,
June,24,camp 1,Medium,300 x 250,def,1606,0.7985,14,1.5351,1,19.2173,,
June,24,camp 1,Medium,300 x 250,ghi,1473,1.3346,23,2.5221,2,382.6752,,
June,24,camp 1,Medium,300 x 250,jkl,168,0.1091,2,0.2193,0,0,,
June,24,camp 1,Medium,300 x 250,mno,15763,8.9719,157,17.2184,34,1726.078,,
June,24,camp 1,High,468 x 60,def,545,0.2201,0,0,0,0,,
June,24,camp 1,High,468 x 60,ghi,1131,0.613,0,0,0,0,,
June,24,camp 1,High,468 x 60,jkl,8,0.0054,0,0,0,0,,
June,24,camp 1,High,468 x 60,mno,2547,0.9497,5,0,9,611.5566,,
June,24,camp 1,Low,468 x 60,def,1,0.0001,0,0,0,0,,
June,24,camp 1,Low,468 x 60,ghi,1,0.0005,0,0,0,0,,
June,24,camp 1,Low,468 x 60,mno,60,0.0008,0,0,0,0,,
June,24,camp 1,Medium,468 x 60,def,44,0.008,0,0,0,0,,
June,24,camp 1,Medium,468 x 60,ghi,19,0.0102,0,0,0,0,,
June,24,camp 1,Medium,468 x 60,mno,228,0.0392,0,0,0,0,,
June,24,camp 1,High,580 x 400,mno,24284,41.564,208,22,258,12921.8368,,
June,24,camp 1,Low,580 x 400,mno,204,0.1232,1,0.1096,0,0,,
June,24,camp 1,Medium,580 x 400,mno,1695,1.9707,18,1.9748,3,66.3481,,
June,24,camp 1,High,670 x 90,def,2691,3.294,23,2,11,787.7087,,
June,24,camp 1,High,670 x 90,ghi,3687,6.6304,28,3,29,993.0805,,
June,24,camp 1,High,670 x 90,jkl,231,0.1693,3,0,1,51.2783,,
June,24,camp 1,High,670 x 90,mno,10690,10.0346,41,4,28,1377.1539,,
June,24,camp 1,Low,670 x 90,def,60,0.0105,0,0,0,0,,
June,24,camp 1,Low,670 x 90,ghi,7,0.005,0,0,0,0,,
June,24,camp 1,Low,670 x 90,jkl,1,0.0008,0,0,0,0,,
June,24,camp 1,Low,670 x 90,mno,111,0.0147,0,0,0,0,,
June,24,camp 1,Medium,670 x 90,def,217,0.1156,2,0.2193,0,0,,
June,24,camp 1,Medium,670 x 90,ghi,136,0.2455,0,0,0,0,,
June,24,camp 1,Medium,670 x 90,jkl,5,0.0041,1,0.1096,0,0,,
June,24,camp 1,Medium,670 x 90,mno,732,0.4017,3,0.3286,0,0,,
June,24,camp 1,High,728 x 90,abc,31,0.0464,0,0,0,0,,
June,24,camp 1,High,728 x 90,def,38517,22.6135,111,12,96,3157.5875,,
June,24,camp 1,High,728 x 90,ghi,89968,149.9137,878,96,678,29055.3349,,
June,24,camp 1,High,728 x 90,jkl,9044,3.7441,44,4,18,769.9013,,
June,24,camp 1,High,728 x 90,mno,197149,123.8618,746,81,611,24831.6756,,
June,24,camp 1,High,728 x 90,#N/A,15,0.012,0,0,0,0,,
June,24,camp 1,Low,728 x 90,def,381,0.0627,1,0.1096,0,0,,
June,24,camp 1,Low,728 x 90,ghi,195,0.3369,0,0,0,0,,
June,24,camp 1,Low,728 x 90,jkl,27,0.0091,0,0,0,0,,
June,24,camp 1,Low,728 x 90,mno,1841,0.3838,10,1.0965,0,0,,
June,24,camp 1,Low,728 x 90,#N/A,2,0.0016,0,0,0,0,,
June,24,camp 1,Medium,728 x 90,def,3374,1.2133,19,2.0834,4,121.1846,,
June,24,camp 1,Medium,728 x 90,ghi,4142,6.851,103,11.2946,15,480.078,,
June,24,camp 1,Medium,728 x 90,jkl,688,0.2683,5,0.5482,1,79.3916,,
June,24,camp 1,Medium,728 x 90,mno,16688,6.9294,153,16.7775,4,165.5408,,
June,24,camp 1,High,800 x 250,mno,16,0.014,0,0,0,0,,
June,24,camp 3,High,240 x 400,def,1176,0.3015,2,0.1096,0,0,,
June,24,camp 3,High,240 x 400,ghi,4549,4.7009,36,1.9738,4,491.7839,,
June,24,camp 3,High,240 x 400,jkl,1614,0.8574,6,0.3289,1,24.7139,,
June,24,camp 3,High,240 x 400,mno,11075,3.8647,21,1.1516,1,650.0758,,
June,24,camp 3,Low,240 x 400,def,473,0.0661,0,0,0,0,,
June,24,camp 3,Low,240 x 400,ghi,841,0.6512,3,0.1644,1,232.7468,,
June,24,camp 3,Low,240 x 400,jkl,11,0.0063,0,0,0,0,,
June,24,camp 3,Low,240 x 400,mno,3557,0.1559,4,0.2193,0,0,,
June,24,camp 3,Medium,240 x 400,def,1710,0.2747,15,0.8244,0,0,,
June,24,camp 3,Medium,240 x 400,ghi,2955,2.699,64,3.5109,3,292.8932,,
June,24,camp 3,Medium,240 x 400,jkl,345,0.1738,8,0.4386,0,0,,
June,24,camp 3,Medium,240 x 400,mno,11380,0.9861,45,2.4672,0,0,,
June,24,camp 3,High,300 x 250,abc,28,0.0076,0,0,0,0,,
June,24,camp 3,High,300 x 250,def,1371,0.3876,4,0.2193,2,54.4172,,
June,24,camp 3,High,300 x 250,ghi,909,0.8552,12,0.6584,0,0,,
June,24,camp 3,High,300 x 250,jkl,146,0.098,0,0,0,0,,
June,24,camp 3,High,300 x 250,mno,19718,5.902,77,4.2225,17,1893.4489,,
June,24,camp 3,Low,300 x 250,abc,19,0.0052,0,0,0,0,,
June,24,camp 3,Low,300 x 250,def,1274,0.0978,8,0.4388,0,0,,
June,24,camp 3,Low,300 x 250,ghi,182,0.1429,0,0,0,0,,
June,24,camp 3,Low,300 x 250,mno,12994,0.6302,29,1.59,0,0,,
June,24,camp 3,Medium,300 x 250,abc,57,0.0186,0,0,0,0,,
June,24,camp 3,Medium,300 x 250,def,2352,0.2993,16,0.8772,0,0,,
June,24,camp 3,Medium,300 x 250,ghi,669,0.5709,40,2.1931,0,0,,
